# Wed 18 May 2022 10:25:34 AM EEST
Genbank;Id;RsUid;GbUid;AssemblyAccession;LastMajorReleaseAccession;ChainId;AssemblyName;Taxid;Organism;SpeciesTaxid;SpeciesNAme;AssemblyType;AssemblyStatus;Isolate;Sub_type;Sub_value;Coverage;ContigN50;ScaffoldN50;Title;Host;Strain;Isolation_source;Collection_date;Geo_loc_name
GCA_014581815.1;8077461;22152268;22120698;GCF_014581815.1;GCF_014581815.1;14581815;ASM1458181v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;GQ241;10;268697;268697;GQ241;duck;GQ241;anal swab;2017-11-23;China:Fangchenggang
GCA_014581775.1;8077451;22153108;22120678;GCF_014581775.1;GCF_014581775.1;14581775;ASM1458177v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;JZ50;10;538856;596012;JZ50;swine;JZ50;anal swab;2017-07-11;China:Zhanjiang
GCA_014581765.1;8077441;22152848;22120658;GCF_014581765.1;GCF_014581765.1;14581765;ASM1458176v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;GQ204;10;638166;638166;GQ204;duck;GQ204;anal swab;2017-11-23;China:Fangchenggang
GCA_014581755.1;8077431;22152968;22120638;GCF_014581755.1;GCF_014581755.1;14581755;ASM1458175v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;G1P11;10;722041;722041;G1P11;swine;G1P11;manure;2017-08-26;China:Guigang
GCA_014581725.1;8077421;22152868;22120618;GCF_014581725.1;GCF_014581725.1;14581725;ASM1458172v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;JZ42;10;397106;397106;JZ42;swine;JZ42;anal swab;2017-07-11;China:Zhanjiang
GCA_014581695.1;8077411;22153198;22120598;GCF_014581695.1;GCF_014581695.1;14581695;ASM1458169v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;JZ56-1;10;204593;212819;JZ56-1;swine;JZ56-1;anal swab;2017-07-11;China:Zhanjiang
GCA_014489885.1;8042381;22005538;22003978;GCF_014489885.1;GCF_014489885.1;14489885;ASM1448988v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;1027369;75;113210;113210;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;1027369;pulmonary;2017;Italy
GCA_014489875.1;8042371;22005608;22003958;GCF_014489875.1;GCF_014489875.1;14489875;ASM1448987v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;934728;75;117311;117311;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;934728;pulmonary;2016;USA
GCA_014489825.1;8042341;22005558;22003898;GCF_014489825.1;GCF_014489825.1;14489825;ASM1448982v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;1064209;75;199093;199093;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;1064209;pulmonary;2018;USA
GCA_014398525.1;7990591;21995978;21906428;GCF_014398525.1;GCF_014398525.1;14398525;ASM1439852v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;N0320;57.2;102537;108307;Microbe sample from Stenotrophomonas maltophilia;;N0320;commercial nano-particles;2020-03;USA
GCA_014236125.1;7910901;21709018;21676908;GCF_014236125.1;GCF_014236125.1;14236125;ASM1423612v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Chromosome;null;strain;UHH_454;66;58401;4652546;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens female;UHH_454;sputum;NA;Germany: Essen
GCA_014236105.1;7910841;21709198;21676888;GCF_014236105.1;GCF_014236105.1;14236105;ASM1423610v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Chromosome;null;strain;UHH_ICU331;68;43495;5062159;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens female;UHH_ICU331;intensive care uit;NA;Germany: Essen
GCA_014236085.1;7910831;21709138;21676848;GCF_014236085.1;GCF_014236085.1;14236085;ASM1423608v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Chromosome;null;strain;UHH_SKK55;58;55289;4666115;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;UHH_SKK55;respiratory tract;NA;Germany: Karlsruhe
GCA_014236065.1;7910821;21709178;21676828;GCF_014236065.1;GCF_014236065.1;14236065;ASM1423606v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Chromosome;null;strain;UHH_677;54;41464;4785831;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;UHH_677;respiratory tract;NA;Germany: Karlsruhe
GCA_014236045.1;7910811;21709078;21676808;GCF_014236045.1;GCF_014236045.1;14236045;ASM1423604v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Chromosome;null;strain;UHH_PC239;180;145914;4855254;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;UHH_PC239;Perineum;2012;Germany: Berlin
GCA_014236025.1;7910701;21709118;21676768;GCF_014236025.1;GCF_014236025.1;14236025;ASM1423602v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Chromosome;null;strain;UHH_PC240;144;147780;4854229;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;UHH_PC240;Perineum;2012;Germany: Berlin
GCA_014236005.1;7910651;21709098;21676728;GCF_014236005.1;GCF_014236005.1;14236005;ASM1423600v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Chromosome;null;strain;UHH_PEG 13-68-68;216;1210461;4483650;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;UHH_PEG 13-68-68;respiratory tract;2013-11;Germany: Bochum
GCA_014235265.1;7909991;21698028;21674748;GCF_014235265.1;GCF_014235265.1;14235265;ASM1423526v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;NCTC10498;100;202957;202957;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;NCTC10498;hospital patient;;GCA_014200115.1;7885101;21634968;21604428;GCF_014200115.1;GCF_014200115.1;14200115;ASM1420011v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;SEMIA 4027;334;273960;273960;Stenotrophomonas maltophilia SEMIA 4027;not applicable;SEMIA 4027;missing;missing;missing
GCA_014171555.1;7869471;null;21557028;GCA_014171555.1;GCA_014171555.1;14171555;ASM1417155v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;SoD9b;131;4415649;4415649;MIGS Cultured Bacterial/Archaeal sample from Stenotrophomonas maltophilia;;SoD9b;;2014;Antarctica
GCA_014156975.1;7862691;21593348;21535328;GCF_014156975.1;GCF_014156975.1;14156975;ASM1415697v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;WP1-W18-CRE-01;398;4923943;4923943;Stenotrophomonas maltophilia str. WP1-W18-CRE-01;;WP1-W18-CRE-01;;2018-02-13;Japan:Tokyo
GCA_014076535.1;7821931;21544108;21442228;GCF_014076535.1;GCF_014076535.1;14076535;ASM1407653v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;T50-20;100;4777699;4777699;Microbe sample from Stenotrophomonas maltophilia;;T50-20;biofilm reactor;2018-07-01;China
GCA_008326785.2;7563171;24742158;20876938;GCF_008326785.2;GCF_008326785.2;8326785;CRB139-1_v2.0;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;CRB139-1;90;17350;4619918;Stenotrophomonas maltophilia CRB139-1;;CRB139-1;;2015;Japan
GCA_013465025.1;7383591;20672278;20459818;GCF_013465025.1;GCF_013465025.1;13465025;ASM1346502v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;OC322;50;62010;62010;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;OC322;Oropharinx;2012;Germany: Berlin
GCA_013464975.1;7383571;20672078;20459788;GCF_013464975.1;GCF_013464975.1;13464975;ASM1346497v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC246;50;62757;62757;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC246;Perineum swab;2012;Germany: Berlin
GCA_013464915.1;7383471;20673558;20459598;GCF_013464915.1;GCF_013464915.1;13464915;ASM1346491v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC315;50;74914;74914;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC315;Perineum swab;2012;Germany: Berlin
GCA_013464905.1;7383461;20669108;20459568;GCF_013464905.1;GCF_013464905.1;13464905;ASM1346490v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC184;50;256479;256479;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC184;Perineum swab;2012;Germany: Berlin
GCA_013464895.1;7383451;20674128;20459558;GCF_013464895.1;GCF_013464895.1;13464895;ASM1346489v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;OC196;50;172567;172567;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;OC196;Oropharinx;2012;Germany: Berlin
GCA_013464875.1;7383441;20673588;20459548;GCF_013464875.1;GCF_013464875.1;13464875;ASM1346487v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;OC195;50;198192;198192;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;OC195;Oropharinx;2012;Germany: Berlin
GCA_013464885.1;7383431;20669958;20459508;GCF_013464885.1;GCF_013464885.1;13464885;ASM1346488v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC185;50;238225;238225;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC185;Perineum swab;2012;Germany: Berlin
GCA_013464815.1;7383341;20673138;20459458;GCF_013464815.1;GCF_013464815.1;13464815;ASM1346481v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC229;50;89408;89408;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC229;Perineum swab;2012;Germany: Berlin
GCA_013464795.1;7383331;20672458;20459438;GCF_013464795.1;GCF_013464795.1;13464795;ASM1346479v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC228;50;93431;93431;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC228;Perineum swab;2012;Germany: Berlin
GCA_013464775.1;7383321;20668838;20459448;GCF_013464775.1;GCF_013464775.1;13464775;ASM1346477v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC230;50;99681;99681;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC230;Perineum swab;2012;Germany: Berlin
GCA_013464805.1;7383311;20669688;20459428;GCF_013464805.1;GCF_013464805.1;13464805;ASM1346480v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC227;50;120352;120352;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC227;Perineum swab;2012;Germany: Berlin
GCA_013464785.1;7383301;20673028;20459408;GCF_013464785.1;GCF_013464785.1;13464785;ASM1346478v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC231;50;108175;108175;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC231;Perineum swab;2012;Germany: Berlin
GCA_013464725.1;7383251;20669828;20459358;GCF_013464725.1;GCF_013464725.1;13464725;ASM1346472v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC237;50;71432;71432;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC237;Perineum swab;2012;Germany: Berlin
GCA_013464715.1;7383241;20668718;20459348;GCF_013464715.1;GCF_013464715.1;13464715;ASM1346471v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC239;50;74481;74481;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC239;Perineum swab;2012;Germany: Berlin
GCA_013464695.1;7383211;20668598;20459318;GCF_013464695.1;GCF_013464695.1;13464695;ASM1346469v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC238;50;65917;65917;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC238;Perineum swab;2012;Germany: Berlin
GCA_013464685.1;7383201;20673358;20459308;GCF_013464685.1;GCF_013464685.1;13464685;ASM1346468v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC271;50;144016;144016;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC271;Perineum swab;2012;Germany: Berlin
GCA_013464675.1;7383191;20672598;20459288;GCF_013464675.1;GCF_013464675.1;13464675;ASM1346467v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC272;50;144015;144015;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC272;Perineum swab;2012;Germany: Berlin
GCA_013464645.1;7383091;20673258;20459258;GCF_013464645.1;GCF_013464645.1;13464645;ASM1346464v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC273;50;144018;144018;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC273;Perineum swab;2012;Germany: Berlin
GCA_013464605.1;7383081;20672218;20459238;GCF_013464605.1;GCF_013464605.1;13464605;ASM1346460v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC256;50;106848;106848;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC256;Perineum swab;2012;Germany: Berlin
GCA_013464595.1;7383071;20671738;20459228;GCF_013464595.1;GCF_013464595.1;13464595;ASM1346459v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PC254;50;100968;100968;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PC254;Perineum swab;2012;Germany: Berlin
GCA_013464585.1;7383061;20673978;20459218;GCF_013464585.1;GCF_013464585.1;13464585;ASM1346458v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;M30;50;86969;86969;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;M30;Decubitus ulcer;2009;Spain: Badalona
GCA_013464575.1;7383051;20673538;20459178;GCF_013464575.1;GCF_013464575.1;13464575;ASM1346457v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;UV74;50;85919;85919;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;UV74;Vascular Ulcera;2009;Spain: Badalona
GCA_013464555.1;7383031;20669718;20459158;GCF_013464555.1;GCF_013464555.1;13464555;ASM1346455v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PG157;50;61111;61111;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PG157;Perineum swab;2012;Slovenia: Golnik
GCA_013464525.1;7382951;20671858;20459138;GCF_013464525.1;GCF_013464525.1;13464525;ASM1346452v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;E50;50;75005;75005;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;E50;sputum;2009;Spain: Barcelona
GCA_013464485.1;7382941;20671628;20459118;GCF_013464485.1;GCF_013464485.1;13464485;ASM1346448v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;E77;50;116708;116708;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;E77;sputum;2009;Spain: Barcelona
GCA_013464495.1;7382931;20672898;20459108;GCF_013464495.1;GCF_013464495.1;13464495;ASM1346449v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;L9-5R5;50;73335;73335;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;L9-5R5;missing;1999;Spain: Barcelona
GCA_013464475.1;7382911;20669318;20459078;GCF_013464475.1;GCF_013464475.1;13464475;ASM1346447v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;OC194;50;172294;172294;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;OC194;Oropharinx;2012;Germany: Berlin
GCA_013464455.1;7382871;20669518;20459058;GCF_013464455.1;GCF_013464455.1;13464455;ASM1346445v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;4834-R;50;76817;76817;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;4834-R;missing;1999;Spain: Barcelona
GCA_013464405.1;7382861;20677328;20459038;GCF_013464405.1;GCF_013464405.1;13464405;ASM1346440v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;OU353;50;58209;58209;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;OU353;Oropharinx;2012;Belgium: Antwerp
GCA_013464415.1;7382851;20671318;20459028;GCF_013464415.1;GCF_013464415.1;13464415;ASM1346441v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PU100;50;62551;62551;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PU100;Perineum swab;2012;Belgium: Antwerp
GCA_013464395.1;7382841;20673738;20458998;GCF_013464395.1;GCF_013464395.1;13464395;ASM1346439v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;B5565;50;64465;64465;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;B5565;Bronchial aspirate;2011;Spain: Barcelona
GCA_013464365.1;7382831;20667398;20458978;GCF_013464365.1;GCF_013464365.1;13464365;ASM1346436v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;B285;50;66647;66647;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;B285;Bronchial aspirate;2011;Spain: Barcelona
GCA_013464355.1;7382821;20671208;20458968;GCF_013464355.1;GCF_013464355.1;13464355;ASM1346435v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PL12;50;75062;75062;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PL12;Perineum swab;2011;Slovenia: Ljubljana
GCA_013464315.1;7382811;20675818;20458938;GCF_013464315.1;GCF_013464315.1;13464315;ASM1346431v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;OL11;50;80478;80478;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;OL11;Oropharinx;2011;Slovenia: Ljubljana
